NUM_ID,First_author,Study_Year,Person_extracting,Date_extracted,Paper_double_checked,Short reference,Host.species,Host_family,Host_order,Host_strain,Host_type,Host_age,Habitat,Water,Parasite_or_pest,Antagonist_species,Antagonist_isolate,Antagonist_type_specific,Antagonist_type_general,Detection_method,Transmission_mode,Vector_type,Vector_species,Latitude,Longitude,Coordinates_provided_in_study,Location,Natural_or_ag,Sample_type,Same_plants_tested_multiple,Time_point,Months,Year,Start Date (yyyymm),Span (months),Number_sampled_locations,Coarse_spatial_scale,Approx_spatial_accuracy_width_km,Response metric,n,Infected,Incidence,Obs
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.367,6.029,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,28,0,0,1
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.393,6.117,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,10,0,0,2
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.392,6.122,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,15,0,0,3
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.381,6.148,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,72,2,0.027777778,4
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.403,6.083,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,30,0,0,5
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.367,6.02,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,68,0,0,6
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.36,6.002,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,250,0,0,7
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.995,6.079,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2011,201108,1,1,Plot,1,Incidence,103,0,0,8
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.988,6.109,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,72,0,0,9
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.988,6.11,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,20,0,0,10
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.956,6.18,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,30,0,0,11
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.945,6.188,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,127,0,0,12
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.944,6.19,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,15,0,0,13
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.937,6.257,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2011,201008,1,1,Plot,1,Incidence,15,0,0,14
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.935,6.202,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,164,4,0.024390244,15
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.932,6.291,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2011,201108,1,1,Plot,1,Incidence,20,0,0,16
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.949,6.556,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,12,0,0,17
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.95,6.556,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,52,0,0,18
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.963,6.536,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,7,0,0,19
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.008,6.471,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,11,0,0,20
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.04,6.405,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,75,0,0,21
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.835,6.723,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,19,0,0,22
715,Abbate,2014,Vianda,2021-06-30,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,44.83,6.724,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,3,0,0,23
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.285,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,30,0,0,24
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.284,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2009,200908,1,1,Plot,1,Incidence,255,8,0.031372549,25
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.293,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201006,1,1,Plot,1,Incidence,142,1,0.007042254,26
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.046,6.308,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,30,1,0.033333333,27
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.295,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,15,0,0,28
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.049,6.299,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,3,0,0,29
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.047,6.314,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,61,1,0.016393443,30
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.039,6.349,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2009,200908,1,1,Plot,1,Incidence,110,0,0,31
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.036,6.353,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2009,200908,1,1,Plot,1,Incidence,57,0,0,32
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.04,6.344,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,113,0,0,33
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.05,6.307,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,204,2,0.009803922,34
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.042,6.349,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,40,0,0,35
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.043,6.347,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,34,11,0.323529412,36
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.051,6.304,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,25,0,0,37
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.345,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2009,200908,1,1,Plot,1,Incidence,25,0,0,38
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.345,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,14,1,0.071428571,39
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.345,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,36,0,0,40
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.044,6.344,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,69,0,0,41
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.045,6.344,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,67,8,0.119402985,42
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.045,6.344,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,44,1,0.022727273,43
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.048,6.292,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,77,3,0.038961039,44
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.046,6.343,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,1,0,0,45
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.046,6.343,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,104,28,0.269230769,46
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.049,6.292,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,168,6,0.035714286,47
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.049,6.292,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,163,13,0.079754601,48
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.037,6.369,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,62,0,0,49
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.038,6.368,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,32,10,0.3125,50
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.049,6.347,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2009,200906,1,1,Plot,1,Incidence,21,0,0,51
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.035,6.373,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,15,1,0.066666667,52
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.052,6.353,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,June,2010,201006,1,1,Plot,1,Incidence,7,0,0,53
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.036,6.403,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,251,2,0.007968127,54
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.041,6.402,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,259,0,0,55
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.039,6.402,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,July,2010,201007,1,1,Plot,1,Incidence,115,3,0.026086957,56
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.039,6.401,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,258,1,0.003875969,57
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.036,6.401,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2008,200808,1,1,Plot,1,Incidence,20,0,0,58
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.041,6.402,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,105,4,0.038095238,59
715,Abbate,2014,Vianda,2021-07-01,Devin,Abbate_2014,Silene vulgaris,Caryophyllaceae,Caryophyllales,NA,Wildflower,NA,Terrestrial,None,Parasite,Microbotryum spp.,NA,Fungus,Eukaryotic parasite,Visual,vectorborne and sexually-transmitted,pollinators,NA,45.04,6.401,Yes,"Areas surrounding the Jardin Alpin du Lautaret, France",Natural,Plant,No,0,August,2007,200708,1,1,Plot,1,Incidence,80,0,0,60
